mask_id,date,event_description_norm,team_away,team_home,game_key,wager_amount
100897,2025-03-03,Cleveland Cavaliers @ Chicago Bulls,Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers @ Chicago Bulls,0
100897,2025-03-03,Detroit Pistons @ Utah Jazz,Detroit Pistons,Utah Jazz,Detroit Pistons @ Utah Jazz,0
100897,2025-03-03,Golden State Warriors @ Charlotte Hornets,Golden State Warriors,Charlotte Hornets,Golden State Warriors @ Charlotte Hornets,29
100897,2025-03-03,Golden State Warriors @ New York Knicks,Golden State Warriors,New York Knicks,Golden State Warriors @ New York Knicks,0
100897,2025-03-03,Houston Rockets @ Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Houston Rockets @ Oklahoma City Thunder,0
100897,2025-03-03,Los Angeles Clippers @ Phoenix Suns,Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers @ Phoenix Suns,0
100897,2025-03-03,Milwaukee Bucks @ Atlanta Hawks,Milwaukee Bucks,Atlanta Hawks,Milwaukee Bucks @ Atlanta Hawks,0
100897,2025-03-03,New Orleans Pelicans @ Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans @ Los Angeles Lakers,0
100897,2025-03-03,Philadelphia 76Ers @ Minnesota Timberwolves,Philadelphia 76Ers,Minnesota Timberwolves,Philadelphia 76Ers @ Minnesota Timberwolves,0
100897,2025-03-03,Portland Trail Blazers @ Philadelphia 76Ers,Portland Trail Blazers,Philadelphia 76Ers,Portland Trail Blazers @ Philadelphia 76Ers,0
