mask_id,date,event_description_norm,team_away,team_home,game_key,wager_amount
100245,2024-10-22,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,0
101293,2024-10-22,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,0
100245,2024-10-22,Brooklyn Nets @ Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets @ Atlanta Hawks,0
101293,2024-10-22,Brooklyn Nets @ Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets @ Atlanta Hawks,0.008333
100245,2024-10-22,Charlotte Hornets @ Houston Rockets,Charlotte Hornets,Houston Rockets,Charlotte Hornets @ Houston Rockets,0
101293,2024-10-22,Charlotte Hornets @ Houston Rockets,Charlotte Hornets,Houston Rockets,Charlotte Hornets @ Houston Rockets,0
100245,2024-10-22,Chicago Bulls @ New Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,0
101293,2024-10-22,Chicago Bulls @ New Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,0
100245,2024-10-22,Cleveland Cavaliers @ Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,0
101293,2024-10-22,Cleveland Cavaliers @ Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,0.008333
100245,2024-10-22,Golden State Warriors @ Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,Golden State Warriors @ Portland Trail Blazers,0
101293,2024-10-22,Golden State Warriors @ Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,Golden State Warriors @ Portland Trail Blazers,0
100245,2024-10-22,Indiana Pacers @ Detroit Pistons,Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,0
101293,2024-10-22,Indiana Pacers @ Detroit Pistons,Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,0.024999
100245,2024-10-22,Memphis Grizzlies @ Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies @ Utah Jazz,0
101293,2024-10-22,Memphis Grizzlies @ Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies @ Utah Jazz,0
100245,2024-10-22,Milwaukee Bucks @ Philadelphia 76Ers,Milwaukee Bucks,Philadelphia 76Ers,Milwaukee Bucks @ Philadelphia 76Ers,0
101293,2024-10-22,Milwaukee Bucks @ Philadelphia 76Ers,Milwaukee Bucks,Philadelphia 76Ers,Milwaukee Bucks @ Philadelphia 76Ers,0
100245,2024-10-22,Minnesota Timberwolves @ Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves @ Los Angeles Lakers,10
101293,2024-10-22,Minnesota Timberwolves @ Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves @ Los Angeles Lakers,0.016666
100245,2024-10-22,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
101293,2024-10-22,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
100245,2024-10-22,New York Knicks @ Boston Celtics,New York Knicks,Boston Celtics,New York Knicks @ Boston Celtics,10
101293,2024-10-22,New York Knicks @ Boston Celtics,New York Knicks,Boston Celtics,New York Knicks @ Boston Celtics,0.016666
100245,2024-10-22,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
101293,2024-10-22,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
100245,2024-10-22,Orlando Magic @ Miami Heat,Orlando Magic,Miami Heat,Orlando Magic @ Miami Heat,0
101293,2024-10-22,Orlando Magic @ Miami Heat,Orlando Magic,Miami Heat,Orlando Magic @ Miami Heat,0
100245,2024-10-22,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,0
101293,2024-10-22,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,0
100245,2024-10-22,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,0
101293,2024-10-22,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,0
100245,2024-10-23,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,0
101293,2024-10-23,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,0.008333
100245,2024-10-23,Brooklyn Nets @ Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets @ Atlanta Hawks,0
101293,2024-10-23,Brooklyn Nets @ Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,Brooklyn Nets @ Atlanta Hawks,0.008333
100245,2024-10-23,Charlotte Hornets @ Houston Rockets,Charlotte Hornets,Houston Rockets,Charlotte Hornets @ Houston Rockets,0
101293,2024-10-23,Charlotte Hornets @ Houston Rockets,Charlotte Hornets,Houston Rockets,Charlotte Hornets @ Houston Rockets,0
100245,2024-10-23,Chicago Bulls @ New Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,0
101293,2024-10-23,Chicago Bulls @ New Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,Chicago Bulls @ New Orleans Pelicans,0
100245,2024-10-23,Cleveland Cavaliers @ Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,0
101293,2024-10-23,Cleveland Cavaliers @ Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers @ Toronto Raptors,0.008333
100245,2024-10-23,Golden State Warriors @ Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,Golden State Warriors @ Portland Trail Blazers,10
101293,2024-10-23,Golden State Warriors @ Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,Golden State Warriors @ Portland Trail Blazers,0
100245,2024-10-23,Indiana Pacers @ Detroit Pistons,Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,0
101293,2024-10-23,Indiana Pacers @ Detroit Pistons,Indiana Pacers,Detroit Pistons,Indiana Pacers @ Detroit Pistons,0.008333
100245,2024-10-23,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,0
101293,2024-10-23,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,0
100245,2024-10-23,Memphis Grizzlies @ Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies @ Utah Jazz,0
101293,2024-10-23,Memphis Grizzlies @ Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies @ Utah Jazz,0
100245,2024-10-23,Milwaukee Bucks @ Philadelphia 76Ers,Milwaukee Bucks,Philadelphia 76Ers,Milwaukee Bucks @ Philadelphia 76Ers,0
101293,2024-10-23,Milwaukee Bucks @ Philadelphia 76Ers,Milwaukee Bucks,Philadelphia 76Ers,Milwaukee Bucks @ Philadelphia 76Ers,0
100245,2024-10-23,Minnesota Timberwolves @ Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves @ Los Angeles Lakers,0
101293,2024-10-23,Minnesota Timberwolves @ Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves @ Los Angeles Lakers,0
100245,2024-10-23,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
101293,2024-10-23,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
100245,2024-10-23,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
101293,2024-10-23,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
100245,2024-10-23,Orlando Magic @ Miami Heat,Orlando Magic,Miami Heat,Orlando Magic @ Miami Heat,0
101293,2024-10-23,Orlando Magic @ Miami Heat,Orlando Magic,Miami Heat,Orlando Magic @ Miami Heat,0
100245,2024-10-23,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,19.5
101293,2024-10-23,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,0
100245,2024-10-23,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,0
101293,2024-10-23,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,0
100245,2024-10-24,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,8.375
101293,2024-10-24,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,Boston Celtics @ Washington Wizards,0.008333
100245,2024-10-24,Brooklyn Nets @ Orlando Magic,Brooklyn Nets,Orlando Magic,Brooklyn Nets @ Orlando Magic,0
101293,2024-10-24,Brooklyn Nets @ Orlando Magic,Brooklyn Nets,Orlando Magic,Brooklyn Nets @ Orlando Magic,0
100245,2024-10-24,Charlotte Hornets @ Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,Charlotte Hornets @ Atlanta Hawks,0
101293,2024-10-24,Charlotte Hornets @ Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,Charlotte Hornets @ Atlanta Hawks,0
100245,2024-10-24,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,0
101293,2024-10-24,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,0
100245,2024-10-24,Detroit Pistons @ Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,Detroit Pistons @ Cleveland Cavaliers,0
101293,2024-10-24,Detroit Pistons @ Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,Detroit Pistons @ Cleveland Cavaliers,0
100245,2024-10-24,Golden State Warriors @ Utah Jazz,Golden State Warriors,Utah Jazz,Golden State Warriors @ Utah Jazz,0
101293,2024-10-24,Golden State Warriors @ Utah Jazz,Golden State Warriors,Utah Jazz,Golden State Warriors @ Utah Jazz,0
100245,2024-10-24,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,0
101293,2024-10-24,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,0.008333
100245,2024-10-24,Memphis Grizzlies @ Houston Rockets,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies @ Houston Rockets,0
101293,2024-10-24,Memphis Grizzlies @ Houston Rockets,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies @ Houston Rockets,0
100245,2024-10-24,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,13.375
101293,2024-10-24,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0.008333
100245,2024-10-24,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
101293,2024-10-24,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
100245,2024-10-24,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,8.87
101293,2024-10-24,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0.008333
100245,2024-10-24,Philadelphia 76Ers @ Toronto Raptors,Philadelphia 76Ers,Toronto Raptors,Philadelphia 76Ers @ Toronto Raptors,0
101293,2024-10-24,Philadelphia 76Ers @ Toronto Raptors,Philadelphia 76Ers,Toronto Raptors,Philadelphia 76Ers @ Toronto Raptors,0
100245,2024-10-24,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,0
101293,2024-10-24,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns @ Los Angeles Clippers,0
100245,2024-10-24,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,15
101293,2024-10-24,San Antonio Spurs @ Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs @ Dallas Mavericks,0.008333
100245,2024-10-25,Boston Celtics @ Detroit Pistons,Boston Celtics,Detroit Pistons,Boston Celtics @ Detroit Pistons,0
101293,2024-10-25,Boston Celtics @ Detroit Pistons,Boston Celtics,Detroit Pistons,Boston Celtics @ Detroit Pistons,0
100245,2024-10-25,Brooklyn Nets @ Orlando Magic,Brooklyn Nets,Orlando Magic,Brooklyn Nets @ Orlando Magic,0
101293,2024-10-25,Brooklyn Nets @ Orlando Magic,Brooklyn Nets,Orlando Magic,Brooklyn Nets @ Orlando Magic,0.095833
100245,2024-10-25,Charlotte Hornets @ Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,Charlotte Hornets @ Atlanta Hawks,10
101293,2024-10-25,Charlotte Hornets @ Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,Charlotte Hornets @ Atlanta Hawks,0.0125
100245,2024-10-25,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,0
101293,2024-10-25,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,0.095833
100245,2024-10-25,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,0
101293,2024-10-25,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,0
100245,2024-10-25,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,0
101293,2024-10-25,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,0
100245,2024-10-25,Detroit Pistons @ Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,Detroit Pistons @ Cleveland Cavaliers,7.11
101293,2024-10-25,Detroit Pistons @ Cleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,Detroit Pistons @ Cleveland Cavaliers,0.095833
100245,2024-10-25,Golden State Warriors @ Utah Jazz,Golden State Warriors,Utah Jazz,Golden State Warriors @ Utah Jazz,0
101293,2024-10-25,Golden State Warriors @ Utah Jazz,Golden State Warriors,Utah Jazz,Golden State Warriors @ Utah Jazz,0.0125
100245,2024-10-25,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
101293,2024-10-25,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
100245,2024-10-25,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,7.11
101293,2024-10-25,Indiana Pacers @ New York Knicks,Indiana Pacers,New York Knicks,Indiana Pacers @ New York Knicks,0.0125
100245,2024-10-25,Los Angeles Clippers @ Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers @ Denver Nuggets,0
101293,2024-10-25,Los Angeles Clippers @ Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers @ Denver Nuggets,0
100245,2024-10-25,Memphis Grizzlies @ Houston Rockets,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies @ Houston Rockets,0
101293,2024-10-25,Memphis Grizzlies @ Houston Rockets,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies @ Houston Rockets,0
100245,2024-10-25,Miami Heat @ Charlotte Hornets,Miami Heat,Charlotte Hornets,Miami Heat @ Charlotte Hornets,0
101293,2024-10-25,Miami Heat @ Charlotte Hornets,Miami Heat,Charlotte Hornets,Miami Heat @ Charlotte Hornets,0
100245,2024-10-25,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
101293,2024-10-25,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves @ Sacramento Kings,0
100245,2024-10-25,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
101293,2024-10-25,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
100245,2024-10-25,Oklahoma City Thunder @ Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder @ Chicago Bulls,0
101293,2024-10-25,Oklahoma City Thunder @ Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder @ Chicago Bulls,0
100245,2024-10-25,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
101293,2024-10-25,Oklahoma City Thunder @ Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder @ Denver Nuggets,0
100245,2024-10-25,Philadelphia 76Ers @ Toronto Raptors,Philadelphia 76Ers,Toronto Raptors,Philadelphia 76Ers @ Toronto Raptors,0
101293,2024-10-25,Philadelphia 76Ers @ Toronto Raptors,Philadelphia 76Ers,Toronto Raptors,Philadelphia 76Ers @ Toronto Raptors,0.095833
100245,2024-10-25,Phoenix Suns @ Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,Phoenix Suns @ Los Angeles Lakers,7.11
101293,2024-10-25,Phoenix Suns @ Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,Phoenix Suns @ Los Angeles Lakers,0.0125
100245,2024-10-25,Toronto Raptors @ Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors @ Minnesota Timberwolves,0
101293,2024-10-25,Toronto Raptors @ Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors @ Minnesota Timberwolves,0
100245,2024-10-26,Boston Celtics @ Detroit Pistons,Boston Celtics,Detroit Pistons,Boston Celtics @ Detroit Pistons,23.685
101293,2024-10-26,Boston Celtics @ Detroit Pistons,Boston Celtics,Detroit Pistons,Boston Celtics @ Detroit Pistons,0
100245,2024-10-26,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,3.685
101293,2024-10-26,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,0.083333
100245,2024-10-26,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,10
101293,2024-10-26,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,0
100245,2024-10-26,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
101293,2024-10-26,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
100245,2024-10-26,Los Angeles Clippers @ Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers @ Denver Nuggets,0
101293,2024-10-26,Los Angeles Clippers @ Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers @ Denver Nuggets,0.083333
100245,2024-10-26,Los Angeles Clippers @ Golden State Warriors,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers @ Golden State Warriors,0
101293,2024-10-26,Los Angeles Clippers @ Golden State Warriors,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers @ Golden State Warriors,0
100245,2024-10-26,Miami Heat @ Charlotte Hornets,Miami Heat,Charlotte Hornets,Miami Heat @ Charlotte Hornets,10
101293,2024-10-26,Miami Heat @ Charlotte Hornets,Miami Heat,Charlotte Hornets,Miami Heat @ Charlotte Hornets,0
100245,2024-10-26,Milwaukee Bucks @ Brooklyn Nets,Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks @ Brooklyn Nets,0
101293,2024-10-26,Milwaukee Bucks @ Brooklyn Nets,Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks @ Brooklyn Nets,0
100245,2024-10-26,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
101293,2024-10-26,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
100245,2024-10-26,Oklahoma City Thunder @ Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder @ Chicago Bulls,0
101293,2024-10-26,Oklahoma City Thunder @ Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder @ Chicago Bulls,0.083333
100245,2024-10-26,Orlando Magic @ Memphis Grizzlies,Orlando Magic,Memphis Grizzlies,Orlando Magic @ Memphis Grizzlies,0
101293,2024-10-26,Orlando Magic @ Memphis Grizzlies,Orlando Magic,Memphis Grizzlies,Orlando Magic @ Memphis Grizzlies,0
100245,2024-10-26,Philadelphia 76Ers @ Indiana Pacers,Philadelphia 76Ers,Indiana Pacers,Philadelphia 76Ers @ Indiana Pacers,0
101293,2024-10-26,Philadelphia 76Ers @ Indiana Pacers,Philadelphia 76Ers,Indiana Pacers,Philadelphia 76Ers @ Indiana Pacers,0
100245,2024-10-26,Phoenix Suns @ Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,Phoenix Suns @ Los Angeles Lakers,0
101293,2024-10-26,Phoenix Suns @ Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,Phoenix Suns @ Los Angeles Lakers,0
100245,2024-10-26,Sacramento Kings @ Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,Sacramento Kings @ Los Angeles Lakers,10
101293,2024-10-26,Sacramento Kings @ Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,Sacramento Kings @ Los Angeles Lakers,0
100245,2024-10-26,Toronto Raptors @ Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors @ Minnesota Timberwolves,0
101293,2024-10-26,Toronto Raptors @ Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,Toronto Raptors @ Minnesota Timberwolves,0
100245,2024-10-27,Atlanta Hawks @ Oklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks @ Oklahoma City Thunder,20
101293,2024-10-27,Atlanta Hawks @ Oklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks @ Oklahoma City Thunder,0.054167
100245,2024-10-27,Chicago Bulls @ Memphis Grizzlies,Chicago Bulls,Memphis Grizzlies,Chicago Bulls @ Memphis Grizzlies,0
101293,2024-10-27,Chicago Bulls @ Memphis Grizzlies,Chicago Bulls,Memphis Grizzlies,Chicago Bulls @ Memphis Grizzlies,0
100245,2024-10-27,Cleveland Cavaliers @ New York Knicks,Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers @ New York Knicks,0
101293,2024-10-27,Cleveland Cavaliers @ New York Knicks,Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers @ New York Knicks,0
100245,2024-10-27,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,0
101293,2024-10-27,Dallas Mavericks @ Phoenix Suns,Dallas Mavericks,Phoenix Suns,Dallas Mavericks @ Phoenix Suns,0
100245,2024-10-27,Denver Nuggets @ Toronto Raptors,Denver Nuggets,Toronto Raptors,Denver Nuggets @ Toronto Raptors,0
101293,2024-10-27,Denver Nuggets @ Toronto Raptors,Denver Nuggets,Toronto Raptors,Denver Nuggets @ Toronto Raptors,0
100245,2024-10-27,Detroit Pistons @ Miami Heat,Detroit Pistons,Miami Heat,Detroit Pistons @ Miami Heat,0
101293,2024-10-27,Detroit Pistons @ Miami Heat,Detroit Pistons,Miami Heat,Detroit Pistons @ Miami Heat,0
100245,2024-10-27,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
101293,2024-10-27,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,0
100245,2024-10-27,Indiana Pacers @ Orlando Magic,Indiana Pacers,Orlando Magic,Indiana Pacers @ Orlando Magic,0
101293,2024-10-27,Indiana Pacers @ Orlando Magic,Indiana Pacers,Orlando Magic,Indiana Pacers @ Orlando Magic,0
100245,2024-10-27,Los Angeles Clippers @ Golden State Warriors,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers @ Golden State Warriors,17.2
101293,2024-10-27,Los Angeles Clippers @ Golden State Warriors,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers @ Golden State Warriors,0.054167
100245,2024-10-27,Milwaukee Bucks @ Boston Celtics,Milwaukee Bucks,Boston Celtics,Milwaukee Bucks @ Boston Celtics,0
101293,2024-10-27,Milwaukee Bucks @ Boston Celtics,Milwaukee Bucks,Boston Celtics,Milwaukee Bucks @ Boston Celtics,0
100245,2024-10-27,Milwaukee Bucks @ Brooklyn Nets,Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks @ Brooklyn Nets,18.5
101293,2024-10-27,Milwaukee Bucks @ Brooklyn Nets,Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks @ Brooklyn Nets,0.054167
100245,2024-10-27,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,10
101293,2024-10-27,New Orleans Pelicans @ Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans @ Portland Trail Blazers,0
100245,2024-10-27,Philadelphia 76Ers @ Indiana Pacers,Philadelphia 76Ers,Indiana Pacers,Philadelphia 76Ers @ Indiana Pacers,10
101293,2024-10-27,Philadelphia 76Ers @ Indiana Pacers,Philadelphia 76Ers,Indiana Pacers,Philadelphia 76Ers @ Indiana Pacers,0.054167
100245,2024-10-27,Portland Trail Blazers @ Sacramento Kings,Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers @ Sacramento Kings,0
101293,2024-10-27,Portland Trail Blazers @ Sacramento Kings,Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers @ Sacramento Kings,0
100245,2024-10-27,Sacramento Kings @ Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,Sacramento Kings @ Los Angeles Lakers,15
